tau1	tau2	tau3	tau4	p1	p2	p3	p4	g1	g2	g3	g4
8.32646	9.89192	7.75875	5.87408	2.50575	-0.511078	-0.763334	-1.23134	0.381369	0.992627	0.766116	0.0550006
8.49798	5.94912	5.14142	7.17619	2.65783	-1.16654	-0.691401	-0.799889	0.102021	0.236857	0.44142	0.307571
5.1737	9.93229	9.83028	5.30948	3.37527	-1.98042	-0.517322	-0.877522	0.178081	0.975113	0.679276	0.264065
9.88108	4.95811	8.35293	5.31516	3.46607	-1.55851	-0.77884	-1.12872	0.679799	0.645278	0.347485	0.51674
8.51521	2.73589	3.75139	5.15012	2.58158	-1.31348	-0.656078	-0.612018	0.657114	0.670258	0.15952	0.34961
1.60904	6.47167	4.69785	6.61244	4.27103	-1.17302	-1.29303	-1.80499	0.217474	0.126135	0.733101	0.725956
7.0642	2.05559	7.51287	2.0343	3.93117	-1.56013	-0.643764	-1.72728	0.0975312	0.144855	0.577198	0.434691
0.765359	6.13199	8.55678	5.79701	3.34784	-0.965365	-1.16643	-1.21604	0.938925	0.822822	0.637312	0.492588
4.01086	2.85061	6.68685	3.82513	4.222	-1.51612	-0.740506	-1.96538	0.339488	0.815271	0.299967	0.965439
7.3696	5.87418	9.0684	6.27654	2.93301	-1.30885	-0.639527	-0.984631	0.36283	0.301269	0.11254	0.642167
4.44096	2.12605	6.52688	8.91459	4.36968	-1.96258	-0.617782	-1.78931	0.499606	0.549463	0.413617	0.399593
7.64498	1.84691	1.0967	1.12379	4.01078	-1.47628	-1.29145	-1.24306	0.0622282	0.483123	0.776454	0.363155
7.87436	2.00062	2.38989	7.39577	2.9159	-1.31449	-0.796999	-0.804411	0.156135	0.640224	0.453881	0.0534656
4.64243	2.08889	5.16239	9.46629	3.05282	-0.712746	-1.55487	-0.785203	0.468818	0.195174	0.4867	0.143396
9.72344	3.55163	9.08833	3.39821	4.56384	-1.76642	-1.28596	-1.51146	0.286474	0.196719	0.902573	0.644184
8.8163	0.657628	6.01766	7.20148	3.69378	-0.566424	-1.72047	-1.40688	0.120743	0.426883	0.286134	0.663353
8.87989	4.745	4.09377	5.53232	2.07816	-0.882188	-0.574112	-0.621862	0.50934	0.369334	0.841621	0.573908
3.62415	6.19084	4.52381	9.87543	2.0091	-0.762057	-0.60629	-0.64075	0.932473	0.445359	0.924062	0.35907
8.14867	5.94586	4.22029	3.84614	2.36937	-1.24379	-0.536765	-0.58881	0.53717	0.0864661	0.419127	0.49733
6.60537	8.28143	4.145	7.36788	3.42467	-1.49508	-0.803431	-1.12616	0.252582	0.463515	0.196746	0.751131
9.16166	1.62686	4.87997	6.27978	3.21194	-0.621943	-1.86221	-0.727793	0.401253	0.432863	0.356547	0.659516
0.979394	0.747599	8.69992	9.11188	3.86444	-1.77439	-0.549085	-1.54096	0.273091	0.120542	0.782445	0.205144
4.6697	5.56891	6.23089	8.00337	3.68116	-0.899664	-1.52944	-1.25205	0.821238	0.751687	0.517341	0.578718
8.83463	9.04303	7.1362	2.67347	4.99914	-1.80469	-1.32166	-1.87279	0.152561	0.117222	0.442561	0.405284
3.72891	5.64679	8.85401	1.22243	2.55079	-0.99086	-0.682771	-0.877157	0.0742738	0.619348	0.926698	0.0528529
3.574	9.78963	6.78683	8.36871	4.54282	-1.98437	-1.17698	-1.38147	0.779527	0.593063	0.997335	0.811692
9.26763	2.23472	5.18974	6.35447	3.8815	-0.57948	-1.5277	-1.77432	0.466458	0.529424	0.901329	0.280277
9.80267	7.77452	5.77967	3.57376	3.1834	-0.665998	-1.79041	-0.726998	0.134231	0.253999	0.624078	0.558411
8.46582	6.15049	9.22197	0.513874	2.26971	-0.913819	-0.511709	-0.844178	0.784277	0.40041	0.798765	0.413098
7.59709	6.93815	5.92732	2.39324	4.70466	-0.929264	-1.94023	-1.83516	0.9354	0.0558728	0.891321	0.931597
9.96316	8.44742	6.41506	7.19938	4.32266	-0.790874	-1.60509	-1.92669	0.252135	0.545647	0.321073	0.0575932
1.18675	5.05447	7.88385	0.909901	3.33407	-1.7661	-1.00999	-0.557985	0.972811	0.485675	0.55811	0.652926
4.56813	7.151	8.15428	6.2724	3.64822	-1.74102	-0.618833	-1.28837	0.387153	0.356834	0.916561	0.822815
4.63778	5.46293	2.30868	6.68607	3.3519	-1.46697	-0.68661	-1.19832	0.701447	0.25565	0.844182	0.803626
2.54379	8.97147	1.77235	0.953119	3.70398	-1.58175	-1.08568	-1.03656	0.76576	0.421072	0.163298	0.28084
1.10296	6.26326	3.51165	5.27373	2.89064	-1.19629	-0.650658	-1.04369	0.986746	0.11212	0.7551	0.880294
6.94874	6.4216	1.40853	8.04822	5.25452	-1.62699	-1.73194	-1.89558	0.568479	0.199104	0.226273	0.204856
4.45248	7.19735	6.77695	0.961387	3.48893	-1.65521	-0.968885	-0.864838	0.992572	0.832818	0.524147	0.761127
0.927241	5.62883	9.16152	4.77674	3.77924	-1.54135	-0.972044	-1.26585	0.69167	0.831448	0.199999	0.528115
6.43041	2.90476	7.5984	1.10529	3.23345	-1.39236	-1.09036	-0.75073	0.664781	0.89673	0.305437	0.826644
2.94579	1.50321	8.10109	3.31112	4.4085	-1.65294	-1.33818	-1.41737	0.682503	0.275764	0.597187	0.901456
4.01876	3.99903	2.02722	0.558567	4.40733	-1.64837	-1.07437	-1.68458	0.61454	0.311397	0.777014	0.19594
9.53798	2.31306	9.64761	1.72553	4.7737	-1.49861	-1.4935	-1.78158	0.665576	0.503571	0.372297	0.844718
3.50656	3.1616	3.47113	8.55049	3.06545	-0.81107	-0.538419	-1.71596	0.95062	0.701601	0.786614	0.563873
9.86801	8.32502	9.68566	8.68044	3.48652	-0.60018	-1.10338	-1.78297	0.752715	0.779126	0.752342	0.326388
6.19672	3.24949	6.87798	2.31639	3.38809	-0.934557	-1.27244	-1.18108	0.253327	0.122662	0.825243	0.698953
3.15719	4.20329	6.06115	4.02282	3.82315	-1.88444	-0.577425	-1.36129	0.103468	0.757495	0.231423	0.851494
0.699534	8.88416	5.75583	2.17221	2.46919	-0.521009	-1.10994	-0.838234	0.348321	0.963649	0.16358	0.307816
8.02294	7.83283	7.75535	2.88448	4.59216	-1.85045	-1.47353	-1.26818	0.869698	0.193366	0.0711237	0.127274
1.35858	5.64244	0.904428	8.14433	2.88683	-1.05955	-1.09611	-0.73117	0.530461	0.796444	0.110606	0.570133
4.33907	1.97203	5.94291	9.54186	2.92115	-0.591686	-0.503877	-1.82559	0.63923	0.307712	0.508856	0.173107
6.28107	6.08621	6.30842	3.07409	5.10584	-1.671	-1.98715	-1.44769	0.745444	0.681918	0.219913	0.859342
6.15982	9.19479	3.70036	8.87689	3.921	-1.12192	-1.01726	-1.78181	0.437274	0.500125	0.139453	0.400809
0.933851	7.05755	9.84455	5.50361	3.60184	-0.863682	-1.5249	-1.21326	0.737595	0.345446	0.791016	0.757858
3.8513	4.59183	5.25702	6.68027	3.76622	-0.625697	-1.50061	-1.63992	0.369965	0.49568	0.930501	0.882936
3.09	4.80941	7.59387	1.45141	4.06549	-1.37136	-1.01213	-1.682	0.803094	0.0511734	0.864056	0.935959
7.08883	5.3105	6.57105	1.77609	4.47306	-1.51673	-1.02772	-1.92862	0.151967	0.389652	0.172117	0.407581
4.05633	7.73463	6.44304	4.87335	4.58083	-1.34011	-1.49319	-1.74752	0.476953	0.0509577	0.794931	0.736405
1.82631	4.69541	2.57329	8.88308	3.89618	-0.954853	-1.44037	-1.50095	0.467742	0.24654	0.183753	0.625163
7.39198	5.90374	6.53686	1.3545	3.23499	-0.820377	-0.543431	-1.87118	0.205302	0.2508	0.269521	0.0952113
8.68163	9.92158	3.23789	1.16945	3.65666	-1.23321	-1.72626	-0.69719	0.692015	0.518359	0.583057	0.692904
6.47339	1.7874	2.95661	3.20801	4.48051	-1.6635	-1.15573	-1.66128	0.176612	0.202105	0.432521	0.317912
6.45495	0.945615	6.6438	8.19723	3.95034	-1.24862	-1.61119	-1.09053	0.100544	0.109894	0.993645	0.568385
1.17499	7.87574	5.03447	8.67739	3.84766	-1.72826	-0.756827	-1.36257	0.458975	0.603315	0.259031	0.193619
1.76689	3.11504	6.83572	7.08634	3.54544	-0.543374	-1.52908	-1.47298	0.913114	0.877513	0.521347	0.300565
8.59001	3.82785	9.00637	2.76035	3.93662	-1.77454	-1.48344	-0.678639	0.283075	0.258807	0.446012	0.430133
2.26663	2.61332	4.34106	6.79962	3.32022	-0.545428	-1.91304	-0.861756	0.0798414	0.760513	0.920035	0.514707
9.95071	5.22853	3.59965	8.47437	3.14881	-0.541551	-1.30758	-1.29968	0.548213	0.0506418	0.546892	0.284013
5.48741	9.29433	9.18532	0.895512	3.97454	-1.0301	-1.92322	-1.02122	0.812989	0.355037	0.83597	0.101476
8.22792	7.17871	9.67282	6.12797	4.38028	-1.90556	-1.8714	-0.603319	0.21396	0.247766	0.289347	0.49083
7.85823	7.22484	9.97308	3.17681	3.44314	-1.86177	-0.547834	-1.03354	0.195613	0.884178	0.888712	0.708785
6.47548	3.81259	3.08068	7.01225	4.33547	-1.20104	-1.51645	-1.61798	0.289394	0.655853	0.909955	0.400425
2.25828	2.05014	7.5905	1.10065	4.81203	-1.78632	-1.63747	-1.38824	0.400542	0.893056	0.920676	0.446754
4.40531	9.79532	1.134	5.27037	3.95974	-1.98139	-0.894956	-1.08339	0.15169	0.397346	0.941341	0.860491
1.90549	5.02006	4.35624	7.04045	3.79572	-1.75695	-1.29246	-0.74631	0.0994789	0.685607	0.616003	0.359909
7.84158	6.92883	8.41336	6.20252	4.06818	-1.47258	-1.33531	-1.26029	0.841871	0.249893	0.511014	0.647989
1.50007	2.31836	5.46661	9.16458	2.49228	-0.967192	-0.834243	-0.690842	0.190649	0.992743	0.344544	0.635479
6.73535	9.35163	7.24686	1.50652	3.3749	-0.929027	-1.17345	-1.27243	0.906445	0.869259	0.56048	0.82298
6.14769	4.7424	7.93121	2.23829	4.69752	-1.40877	-1.83106	-1.45769	0.531641	0.993834	0.585197	0.850593
5.78621	5.95865	6.575	3.99587	3.50844	-0.926949	-1.69042	-0.891071	0.241825	0.973763	0.0903958	0.518454
2.26593	9.24183	2.59321	7.71053	3.31541	-0.701874	-1.61632	-0.997222	0.393654	0.977169	0.856983	0.147354
0.706961	7.5045	7.14214	7.59886	3.75573	-1.38689	-1.0169	-1.35194	0.402857	0.644499	0.302398	0.925457
8.35129	9.63452	6.42892	0.929882	4.92567	-1.99537	-1.07018	-1.86012	0.616286	0.381044	0.875394	0.316123
8.66688	1.03733	2.19635	3.15492	4.69571	-1.05299	-1.65925	-1.98347	0.358247	0.713291	0.540601	0.59899
3.23735	5.58053	6.04934	1.08917	3.8818	-1.91944	-1.07054	-0.891817	0.742355	0.885411	0.122742	0.918858
9.19941	2.68861	1.31769	9.47861	3.20721	-1.14417	-1.21713	-0.845913	0.463703	0.520999	0.962608	0.933461
6.67063	4.58705	3.09395	2.01884	4.13437	-1.64418	-1.47952	-1.01067	0.763307	0.98818	0.870851	0.530573
4.10311	1.68353	6.07762	2.15728	3.22485	-0.653269	-1.12604	-1.44554	0.822216	0.671601	0.468423	0.975267
1.82348	3.20827	5.76534	6.53323	3.21779	-1.90282	-0.602737	-0.712234	0.117045	0.162231	0.820913	0.712975
6.88598	3.59262	2.52371	8.62515	2.7899	-0.508394	-1.56731	-0.714203	0.206807	0.661343	0.326451	0.570243
5.24836	9.55196	9.07138	9.04012	3.52226	-1.89487	-1.00858	-0.618801	0.196316	0.580172	0.523047	0.92846
2.42859	7.46427	7.73827	3.317	2.78816	-0.593569	-1.08016	-1.11443	0.338229	0.243117	0.452905	0.338248
8.85488	9.26793	1.01368	1.29995	3.44699	-1.67767	-1.20016	-0.569169	0.605385	0.547889	0.798999	0.468203
5.82592	2.05667	3.84015	2.75453	4.426	-1.12336	-1.80738	-1.49526	0.93652	0.100453	0.350045	0.0830533
7.88299	8.87863	8.66732	8.9672	3.63615	-1.50484	-0.850829	-1.28049	0.571962	0.856082	0.672238	0.530441
7.18523	3.62631	7.91533	6.41519	3.66803	-1.48562	-1.3131	-0.869304	0.906306	0.0761153	0.699991	0.568675
3.9282	8.93844	7.63436	3.75297	3.7663	-1.44489	-1.21314	-1.10827	0.204644	0.767383	0.518229	0.92412
6.20992	2.94976	7.74061	4.7005	3.55182	-1.09477	-0.634722	-1.82233	0.156498	0.568146	0.103756	0.92127
3.11976	1.89427	2.68785	8.08599	4.92944	-1.74489	-1.97944	-1.20511	0.42941	0.381692	0.374331	0.46774
2.07559	8.25828	9.05444	4.28933	3.86088	-1.22882	-0.846101	-1.78595	0.219446	0.47099	0.828786	0.932798
6.14645	7.80125	2.12756	8.66351	3.96671	-1.49414	-0.938993	-1.53358	0.921447	0.366814	0.666675	0.33734
5.83611	8.37578	7.11567	5.53469	3.02816	-0.950348	-1.49084	-0.586974	0.304185	0.88211	0.646324	0.39223
1.37226	8.18592	8.76308	5.38756	4.41757	-1.48338	-1.91511	-1.01908	0.990896	0.824782	0.478699	0.925296
2.51228	3.60501	7.99145	7.98309	3.23689	-0.936617	-0.710892	-1.58938	0.185528	0.494347	0.578828	0.142733
2.46946	7.02972	3.69299	3.75443	4.39754	-1.95038	-0.57573	-1.87143	0.608002	0.0961802	0.946413	0.890427
7.1074	9.28709	2.37104	9.08497	4.76964	-1.79419	-1.94877	-1.02667	0.178887	0.984296	0.829719	0.679232
9.75408	2.588	4.15275	7.37972	3.49602	-0.821421	-1.3854	-1.2892	0.231447	0.598328	0.567078	0.842146
4.42947	2.65703	1.796	7.34092	2.57428	-0.740217	-0.840018	-0.994048	0.140072	0.119344	0.657044	0.719597
1.39129	0.894219	5.59858	6.90004	5.18119	-1.37956	-1.84611	-1.95553	0.741783	0.514507	0.325597	0.612594
5.88304	6.77722	0.780419	4.43981	4.39853	-1.6694	-0.849441	-1.8797	0.436195	0.194177	0.827803	0.26441
1.40824	0.638264	1.664	8.5938	3.5085	-1.30949	-0.967837	-1.23118	0.838926	0.705137	0.943671	0.973804
5.49654	7.27357	3.12287	2.97081	3.9114	-0.854795	-1.98659	-1.07001	0.319177	0.512582	0.930038	0.637007
8.98369	1.94709	8.86244	8.01512	3.8009	-1.57725	-0.761937	-1.46172	0.675129	0.472777	0.878617	0.327464
6.63427	1.56049	7.79015	7.09772	3.78504	-0.907571	-1.06783	-1.80964	0.336002	0.343709	0.0668684	0.895857
8.19394	4.25864	7.34879	4.67773	4.19071	-1.40371	-1.8021	-0.98489	0.652323	0.861038	0.106725	0.623003
9.02211	6.22186	5.76188	9.22782	3.54794	-1.3388	-1.15439	-1.05475	0.180316	0.989248	0.371199	0.123369
4.17007	9.96043	8.80873	9.3711	3.15568	-0.871075	-0.659803	-1.6248	0.746912	0.495477	0.077486	0.716983
5.51758	8.95759	1.43606	6.31336	4.29152	-1.72277	-1.34566	-1.22309	0.684754	0.566761	0.496002	0.444886
8.88139	7.49618	9.94732	3.19108	4.05238	-1.22918	-1.7722	-1.051	0.144433	0.573707	0.517283	0.659672
2.77205	2.8752	6.09626	4.58785	2.85091	-0.670742	-0.853094	-1.32707	0.301637	0.151389	0.466714	0.923861
9.02464	6.98056	3.10184	9.72375	3.59206	-0.635004	-1.56146	-1.3956	0.243592	0.45351	0.687302	0.965562
8.39244	3.8169	4.28015	7.03797	3.12277	-0.771604	-0.500682	-1.85049	0.909809	0.237681	0.798228	0.581633
1.88123	1.4165	1.66761	6.9463	4.76527	-1.83348	-1.40564	-1.52614	0.268478	0.150084	0.698292	0.145273
8.88839	7.83081	7.36578	8.16777	5.10699	-1.9854	-1.75923	-1.36236	0.537704	0.0575512	0.499753	0.256061
2.75239	2.70324	6.56341	2.44817	4.02639	-0.669742	-1.43517	-1.92147	0.354174	0.206813	0.319573	0.384441
5.0847	2.29316	5.46835	4.62351	3.54331	-0.682534	-1.42196	-1.43882	0.370464	0.181256	0.0922075	0.584535
2.92848	4.20459	5.66658	8.61225	3.4803	-1.53191	-0.761624	-1.18676	0.327074	0.938491	0.327348	0.277803
8.65527	2.17316	5.58861	4.06107	3.73317	-1.61498	-1.23228	-0.885914	0.780379	0.991117	0.714215	0.619057
8.33592	3.74539	0.787678	1.67287	2.88014	-1.10366	-0.527326	-1.24916	0.332908	0.881387	0.509559	0.246933
2.41834	4.91157	5.14829	8.76116	3.1323	-0.938662	-0.535964	-1.65767	0.361176	0.751463	0.685939	0.90832
8.02967	1.30254	3.57441	1.48748	3.78262	-0.935321	-1.00832	-1.83898	0.620432	0.165061	0.342532	0.482159
9.19232	9.69955	7.94573	5.28785	2.53502	-0.55736	-0.680469	-1.29719	0.802385	0.172417	0.257578	0.967411
9.05395	1.8973	9.9736	6.71274	5.15262	-1.35794	-1.83646	-1.95822	0.582525	0.0667844	0.984856	0.401188
6.30225	8.97817	7.40381	4.93365	4.84204	-1.87092	-1.4572	-1.51392	0.105225	0.956959	0.167599	0.512388
4.20336	5.42458	8.94003	8.35283	4.00678	-1.06869	-1.78053	-1.15755	0.614828	0.553679	0.693131	0.976845
1.73603	7.52749	4.96947	4.62065	2.65327	-1.0042	-0.756209	-0.892858	0.0570346	0.803833	0.967522	0.463563
7.56344	7.95093	2.74084	2.98593	3.83692	-1.5277	-1.03993	-1.26928	0.843187	0.886039	0.775099	0.699966
9.85894	2.0988	6.23885	3.28754	3.68742	-0.991058	-1.80106	-0.895303	0.849904	0.466352	0.213071	0.337594
7.89982	3.18463	1.94525	3.04466	2.97592	-0.824034	-1.25047	-0.90142	0.999846	0.646397	0.371877	0.979717
3.50701	7.15336	4.61349	4.3167	3.80528	-1.84332	-0.769643	-1.19232	0.949406	0.544777	0.746887	0.508728
1.31748	3.67595	9.40676	4.02244	4.18185	-1.02382	-1.72867	-1.42936	0.370097	0.118601	0.736335	0.919218
1.63645	7.11127	8.4323	7.86897	3.95239	-0.796461	-1.89251	-1.26342	0.368937	0.458115	0.413198	0.780566
1.94153	4.81837	7.58796	3.00041	4.9701	-1.71274	-1.92214	-1.33521	0.97127	0.174898	0.267608	0.241552
1.28643	1.50896	5.39551	6.44232	3.40543	-0.953003	-1.63107	-0.821362	0.856293	0.791179	0.807171	0.142673
3.72373	7.94472	4.75305	6.62291	3.4274	-1.00222	-1.64085	-0.784328	0.14844	0.375344	0.386749	0.725802
1.37415	1.3035	0.680985	6.44587	3.163	-0.541443	-1.64318	-0.978372	0.459907	0.163271	0.291071	0.834557
5.63536	3.45079	3.90792	9.87856	3.71352	-1.66631	-0.522393	-1.52482	0.371773	0.840958	0.615648	0.74725
2.29082	8.42368	5.16753	9.31251	4.16301	-1.20815	-1.65165	-1.30321	0.326307	0.916964	0.284674	0.94123
8.87156	9.2658	5.6119	6.52093	4.29652	-1.81538	-1.14	-1.34114	0.906565	0.9276	0.834428	0.483806
0.688998	7.19219	2.21562	8.72361	4.93394	-1.69661	-1.52739	-1.70994	0.734324	0.286856	0.202577	0.738313
3.91036	3.0715	3.11945	4.94793	3.28185	-0.679197	-1.16749	-1.43517	0.767779	0.671053	0.543028	0.962155
3.40583	7.24044	2.66726	3.63655	4.52574	-1.58388	-1.47485	-1.46701	0.354615	0.111609	0.178119	0.416958
5.72727	9.86351	3.91242	8.90321	3.54778	-1.5438	-1.22587	-0.778118	0.66308	0.0732633	0.340561	0.458603
3.29194	4.24559	6.07606	8.71202	2.7971	-0.659904	-0.74324	-1.39395	0.986947	0.105136	0.512034	0.75191
9.80818	6.16346	1.00651	5.68685	3.0545	-1.08441	-1.16522	-0.804871	0.2461	0.0718099	0.609435	0.177833
7.69229	4.4034	2.65223	3.8885	4.73605	-1.99513	-0.845608	-1.89531	0.608887	0.0743473	0.234894	0.989825
6.95128	9.38155	3.80086	8.21754	3.52227	-0.521595	-1.36864	-1.63203	0.47055	0.800762	0.491796	0.644887
1.93681	5.8444	9.55492	9.67367	3.51323	-0.707852	-1.93305	-0.872336	0.391875	0.50997	0.325347	0.298184
8.48844	2.20567	4.58144	5.93854	4.80582	-1.3072	-1.9388	-1.55982	0.118187	0.265445	0.216742	0.429184
8.72393	2.44715	5.45331	3.94805	3.22252	-1.63254	-0.956788	-0.633188	0.830457	0.407462	0.603006	0.988075
2.16426	5.49419	1.79528	4.95551	4.36319	-1.59811	-1.6649	-1.10018	0.208519	0.282617	0.417601	0.398879
8.37219	6.614	7.97517	7.57066	3.4324	-1.87176	-0.749266	-0.811375	0.650829	0.762333	0.509164	0.329945
9.57002	4.0933	6.13028	6.60654	4.44174	-1.7858	-1.01965	-1.63629	0.115759	0.797594	0.983599	0.186851
1.45963	7.39201	7.97268	7.29952	4.62956	-1.61895	-1.28839	-1.72223	0.265809	0.872869	0.22574	0.239411
9.89346	3.54819	1.70148	3.13398	2.44704	-0.941706	-0.797921	-0.707415	0.269331	0.193309	0.565201	0.107399
4.68569	5.40405	3.19036	6.47804	3.67928	-0.839279	-1.30144	-1.53856	0.692166	0.376048	0.568858	0.394922
8.14196	3.6736	2.50276	6.91255	4.20069	-1.98403	-1.50538	-0.711284	0.944677	0.913205	0.165056	0.373933
7.58384	3.88483	0.529676	9.49813	2.43781	-1.00762	-0.674618	-0.755572	0.985453	0.137833	0.0948583	0.936148
5.82728	0.579383	1.32359	3.96463	3.1292	-0.521201	-1.7831	-0.824891	0.0583459	0.313508	0.646053	0.593581
4.58766	6.16759	1.38539	6.79752	3.18415	-1.67082	-0.976461	-0.536874	0.516567	0.250312	0.147478	0.47416
7.40564	5.24624	3.60988	1.91175	4.597	-1.78235	-0.824034	-1.99061	0.557906	0.882943	0.974657	0.76839
4.80022	2.03282	6.90498	6.83302	4.76653	-1.94675	-1.35725	-1.46254	0.668713	0.439369	0.280033	0.272144
8.63698	9.3849	9.89525	1.94094	4.04921	-1.37238	-1.65146	-1.02538	0.68366	0.565945	0.245937	0.172292
2.9101	6.63728	7.91251	9.71982	3.35598	-0.755037	-1.13872	-1.46222	0.814465	0.129878	0.438033	0.41652
6.71451	7.04934	2.8479	4.78526	3.10881	-0.715538	-1.73557	-0.657704	0.673591	0.784073	0.614851	0.881937
5.19604	9.43498	4.42792	5.21645	3.65076	-1.3519	-0.513537	-1.78532	0.808534	0.836301	0.72234	0.994124
1.61374	1.59611	9.71199	8.78015	2.73881	-0.694861	-1.41886	-0.625087	0.438642	0.84299	0.309348	0.654977
6.55352	8.59406	8.94618	5.29211	4.79004	-1.61146	-1.86661	-1.31197	0.321016	0.904454	0.822432	0.15447
9.71539	1.71225	6.15518	1.19341	1.91586	-0.827879	-0.569814	-0.518169	0.809703	0.26175	0.650607	0.989666
1.2343	5.27219	6.7761	7.26151	3.82516	-1.69078	-0.908913	-1.22547	0.652592	0.560996	0.0652165	0.820547
6.35252	7.08456	1.32497	4.7663	4.42429	-1.358	-1.71559	-1.3507	0.204472	0.935724	0.573793	0.199008
5.57798	3.31903	2.3778	1.17592	4.29455	-1.16799	-1.51493	-1.61163	0.181365	0.364022	0.196085	0.453098
7.42817	6.82928	6.23771	2.13691	3.2167	-0.891592	-0.908063	-1.41705	0.62258	0.730138	0.988609	0.346406
1.44294	5.35321	3.52139	7.42011	3.413	-0.877288	-0.769353	-1.76636	0.498774	0.878175	0.166546	0.576638
8.5862	7.10062	6.35454	9.2318	2.7301	-1.25357	-0.530408	-0.946126	0.687557	0.803394	0.554002	0.0511611
9.9918	2.4412	0.696379	4.2249	3.13259	-0.714164	-1.29918	-1.11924	0.501716	0.123642	0.0767039	0.943842
8.27664	1.58546	3.81014	6.78695	4.46967	-1.34245	-1.98562	-1.1416	0.691827	0.545234	0.920571	0.449402
9.08282	9.26039	2.68589	8.12587	4.00811	-0.918444	-1.73041	-1.35926	0.867496	0.855718	0.479762	0.1068
8.84738	5.48632	2.0073	3.2085	3.98817	-1.98956	-1.17091	-0.827702	0.696547	0.504439	0.971505	0.961857
6.82332	2.46158	3.80676	1.6039	3.0735	-0.87355	-0.768101	-1.43185	0.413075	0.18498	0.226854	0.288824
7.95518	3.49042	9.1274	4.32829	4.1182	-0.598918	-1.63821	-1.88107	0.0903782	0.150755	0.0825952	0.693101
2.18687	1.25842	2.15523	8.11667	4.30178	-0.548619	-1.76532	-1.98784	0.585906	0.711793	0.296187	0.492672
0.745013	4.01223	4.28632	2.43027	4.03659	-1.19564	-1.24482	-1.59613	0.636267	0.690138	0.858746	0.16897
4.09859	8.54839	2.62772	6.33468	3.50216	-0.707426	-1.6346	-1.16013	0.636242	0.400561	0.757777	0.136764
6.85749	6.85251	8.57994	5.6052	4.57947	-1.77165	-1.65516	-1.15265	0.575135	0.123334	0.970397	0.221129
4.42804	2.63897	4.22925	2.28452	4.61479	-1.52403	-1.61725	-1.47351	0.865218	0.409226	0.592653	0.389885
5.51401	5.67151	1.4305	7.78324	1.90747	-0.526721	-0.867226	-0.513526	0.193712	0.815058	0.0808773	0.551265
8.22293	9.3879	5.13773	8.50593	4.26512	-1.866	-0.978032	-1.42109	0.937203	0.0596773	0.0537944	0.231927
9.54745	7.51366	5.53716	8.50038	4.1455	-1.23203	-1.73629	-1.17719	0.33468	0.920933	0.432097	0.759325
0.853668	3.20008	2.41	2.09557	5.20336	-1.72113	-1.78341	-1.69882	0.641449	0.95633	0.196568	0.921166
2.66664	8.79794	5.65908	1.44686	3.786	-1.81929	-0.819921	-1.14679	0.642154	0.76145	0.282774	0.257832
1.10489	1.32217	8.48408	1.31549	4.89146	-1.58865	-1.44207	-1.86075	0.233476	0.768377	0.479139	0.462267
3.38837	9.76139	6.20063	6.87601	2.41919	-0.996836	-0.819432	-0.602918	0.747041	0.404123	0.249286	0.537378
6.02216	4.46469	8.6186	4.03484	3.88259	-1.04346	-1.02676	-1.81237	0.114663	0.906362	0.0933102	0.0852522
6.9586	3.39984	9.56623	1.15151	3.9252	-1.95821	-1.23301	-0.733982	0.846933	0.621412	0.678035	0.424994
4.88261	1.14882	1.62996	6.50754	3.15909	-0.671704	-1.65997	-0.827408	0.674058	0.908861	0.612679	0.98161
9.34452	7.55738	2.04972	7.2689	3.42051	-1.33926	-1.3032	-0.778056	0.705492	0.960807	0.298387	0.298898
7.46412	3.55838	6.05008	2.6228	2.43155	-0.79361	-0.73889	-0.899047	0.713983	0.398578	0.248255	0.978785
6.6201	8.61635	1.6029	3.39114	4.21061	-1.09334	-1.39732	-1.71995	0.564029	0.616598	0.265844	0.79608
4.64099	6.16066	8.13235	8.66286	4.25166	-1.75818	-1.29481	-1.19868	0.44918	0.251403	0.854392	0.762372
3.78039	1.39573	4.06053	1.54416	2.9882	-1.82553	-0.542252	-0.620424	0.134068	0.110412	0.303479	0.83388
7.9966	7.6271	5.63752	3.85619	3.29011	-1.07646	-1.32023	-0.893425	0.955655	0.414142	0.0749154	0.502349
1.64372	4.08991	2.90949	8.77327	4.41319	-1.47458	-1.46424	-1.47437	0.130965	0.656612	0.122866	0.589725
9.78757	5.7205	1.95272	3.81823	2.96239	-0.86121	-0.547588	-1.55359	0.380145	0.543231	0.555901	0.638014
0.694473	1.9414	9.02366	2.52242	4.45674	-1.51381	-1.12775	-1.81518	0.369427	0.260848	0.692303	0.230397
1.3127	3.73702	7.87571	7.60094	2.31124	-0.843984	-0.545544	-0.921711	0.453786	0.233047	0.923308	0.460003
2.72778	3.44242	4.40979	9.4282	3.32835	-1.05456	-0.699861	-1.57392	0.308507	0.803472	0.311128	0.266805
3.95126	9.18464	2.66952	9.84628	3.54957	-0.815569	-1.9051	-0.828896	0.583353	0.788913	0.772078	0.592803
7.04718	3.51828	6.87701	6.50831	2.887	-1.017	-0.853871	-1.01613	0.552083	0.404519	0.725829	0.537589
4.54471	1.76483	3.51466	9.37464	3.75596	-1.73736	-0.872101	-1.1465	0.669164	0.873548	0.913755	0.212701
8.7987	1.95978	3.8121	5.05582	3.747	-1.35091	-0.751523	-1.64456	0.792822	0.995568	0.874857	0.780094
